"4537.57621,-0.22876"
"4536.61200,-0.22876"
"4535.64779,-0.22884"
"4534.68358,-0.22894"
"4533.71937,-0.22899"
"4532.75516,-0.22897"
"4531.79095,-0.22896"
"4530.82673,-0.22904"
"4529.86252,-0.22908"
"4528.89831,-0.22898"
"4527.93410,-0.22883"
"4526.96989,-0.22870"
"4526.00568,-0.22853"
"4525.04147,-0.22838"
"4524.07726,-0.22841"
"4523.11305,-0.22865"
"4522.14884,-0.22892"
"4521.18463,-0.22901"
"4520.22042,-0.22890"
"4519.25620,-0.22881"
"4518.29199,-0.22885"
"4517.32778,-0.22887"
"4516.36357,-0.22878"
"4515.39936,-0.22867"
"4514.43515,-0.22865"
"4513.47094,-0.22868"
"4512.50673,-0.22869"
"4511.54252,-0.22874"
"4510.57831,-0.22890"
"4509.61410,-0.22906"
"4508.64989,-0.22909"
"4507.68567,-0.22900"
"4506.72146,-0.22897"
"4505.75725,-0.22906"
"4504.79304,-0.22912"
"4503.82883,-0.22911"
"4502.86462,-0.22909"
"4501.90041,-0.22911"
"4500.93620,-0.22923"
"4499.97199,-0.22936"
"4499.00778,-0.22936"
"4498.04357,-0.22919"
"4497.07936,-0.22897"
"4496.11514,-0.22890"
"4495.15093,-0.22895"
"4494.18672,-0.22901"
"4493.22251,-0.22902"
"4492.25830,-0.22892"
"4491.29409,-0.22879"
"4490.32988,-0.22876"
"4489.36567,-0.22885"
"4488.40146,-0.22895"
"4487.43725,-0.22899"
"4486.47304,-0.22896"
"4485.50883,-0.22894"
"4484.54461,-0.22902"
"4483.58040,-0.22913"
"4482.61619,-0.22911"
"4481.65198,-0.22893"
"4480.68777,-0.22866"
"4479.72356,-0.22853"
"4478.75935,-0.22866"
"4477.79514,-0.22880"
"4476.83093,-0.22879"
"4475.86672,-0.22874"
"4474.90251,-0.22880"
"4473.93830,-0.22892"
"4472.97408,-0.22894"
"4472.00987,-0.22884"
"4471.04566,-0.22884"
"4470.08145,-0.22900"
"4469.11724,-0.22910"
"4468.15303,-0.22906"
"4467.18882,-0.22900"
"4466.22461,-0.22892"
"4465.26040,-0.22882"
"4464.29619,-0.22874"
"4463.33198,-0.22864"
"4462.36777,-0.22847"
"4461.40355,-0.22832"
"4460.43934,-0.22838"
"4459.47513,-0.22856"
"4458.51092,-0.22877"
"4457.54671,-0.22894"
"4456.58250,-0.22891"
"4455.61829,-0.22873"
"4454.65408,-0.22862"
"4453.68987,-0.22857"
"4452.72566,-0.22844"
"4451.76145,-0.22836"
"4450.79724,-0.22849"
"4449.83302,-0.22867"
"4448.86881,-0.22876"
"4447.90460,-0.22877"
"4446.94039,-0.22871"
"4445.97618,-0.22866"
"4445.01197,-0.22873"
"4444.04776,-0.22882"
"4443.08355,-0.22876"
"4442.11934,-0.22862"
"4441.15513,-0.22856"
"4440.19092,-0.22859"
"4439.22671,-0.22869"
"4438.26249,-0.22882"
"4437.29828,-0.22888"
"4436.33407,-0.22883"
"4435.36986,-0.22877"
"4434.40565,-0.22873"
"4433.44144,-0.22863"
"4432.47723,-0.22844"
"4431.51302,-0.22830"
"4430.54881,-0.22834"
"4429.58460,-0.22846"
"4428.62039,-0.22850"
"4427.65618,-0.22846"
"4426.69196,-0.22845"
"4425.72775,-0.22845"
"4424.76354,-0.22837"
"4423.79933,-0.22832"
"4422.83512,-0.22835"
"4421.87091,-0.22840"
"4420.90670,-0.22840"
"4419.94249,-0.22836"
"4418.97828,-0.22839"
"4418.01407,-0.22851"
"4417.04986,-0.22861"
"4416.08565,-0.22864"
"4415.12143,-0.22862"
"4414.15722,-0.22859"
"4413.19301,-0.22862"
"4412.22880,-0.22871"
"4411.26459,-0.22880"
"4410.30038,-0.22885"
"4409.33617,-0.22885"
"4408.37196,-0.22876"
"4407.40775,-0.22862"
"4406.44354,-0.22862"
"4405.47933,-0.22866"
"4404.51512,-0.22851"
"4403.55090,-0.22831"
"4402.58669,-0.22830"
"4401.62248,-0.22842"
"4400.65827,-0.22854"
"4399.69406,-0.22862"
"4398.72985,-0.22867"
"4397.76564,-0.22875"
"4396.80143,-0.22882"
"4395.83722,-0.22878"
"4394.87301,-0.22866"
"4393.90880,-0.22857"
"4392.94458,-0.22852"
"4391.98037,-0.22845"
"4391.01616,-0.22843"
"4390.05195,-0.22850"
"4389.08774,-0.22862"
"4388.12353,-0.22863"
"4387.15932,-0.22858"
"4386.19511,-0.22857"
"4385.23090,-0.22857"
"4384.26669,-0.22847"
"4383.30248,-0.22834"
"4382.33827,-0.22837"
"4381.37405,-0.22848"
"4380.40984,-0.22846"
"4379.44563,-0.22840"
"4378.48142,-0.22847"
"4377.51721,-0.22854"
"4376.55300,-0.22854"
"4375.58879,-0.22859"
"4374.62458,-0.22867"
"4373.66037,-0.22868"
"4372.69616,-0.22865"
"4371.73195,-0.22865"
"4370.76774,-0.22868"
"4369.80352,-0.22868"
"4368.83931,-0.22872"
"4367.87510,-0.22884"
"4366.91089,-0.22890"
"4365.94668,-0.22882"
"4364.98247,-0.22873"
"4364.01826,-0.22869"
"4363.05405,-0.22871"
"4362.08984,-0.22877"
"4361.12563,-0.22879"
"4360.16142,-0.22875"
"4359.19721,-0.22870"
"4358.23299,-0.22862"
"4357.26878,-0.22858"
"4356.30457,-0.22864"
"4355.34036,-0.22872"
"4354.37615,-0.22879"
"4353.41194,-0.22892"
"4352.44773,-0.22900"
"4351.48352,-0.22895"
"4350.51931,-0.22883"
"4349.55510,-0.22874"
"4348.59089,-0.22870"
"4347.62668,-0.22869"
"4346.66246,-0.22866"
"4345.69825,-0.22858"
"4344.73404,-0.22851"
"4343.76983,-0.22856"
"4342.80562,-0.22861"
"4341.84141,-0.22864"
"4340.87720,-0.22876"
"4339.91299,-0.22889"
"4338.94878,-0.22896"
"4337.98457,-0.22897"
"4337.02036,-0.22885"
"4336.05615,-0.22871"
"4335.09193,-0.22870"
"4334.12772,-0.22875"
"4333.16351,-0.22878"
"4332.19930,-0.22880"
"4331.23509,-0.22876"
"4330.27088,-0.22862"
"4329.30667,-0.22858"
"4328.34246,-0.22872"
"4327.37825,-0.22882"
"4326.41404,-0.22874"
"4325.44983,-0.22866"
"4324.48562,-0.22872"
"4323.52140,-0.22886"
"4322.55719,-0.22896"
"4321.59298,-0.22901"
"4320.62877,-0.22901"
"4319.66456,-0.22895"
"4318.70035,-0.22894"
"4317.73614,-0.22899"
"4316.77193,-0.22900"
"4315.80772,-0.22891"
"4314.84351,-0.22877"
"4313.87930,-0.22866"
"4312.91509,-0.22862"
"4311.95087,-0.22866"
"4310.98666,-0.22873"
"4310.02245,-0.22873"
"4309.05824,-0.22875"
"4308.09403,-0.22881"
"4307.12982,-0.22878"
"4306.16561,-0.22867"
"4305.20140,-0.22861"
"4304.23719,-0.22863"
"4303.27298,-0.22870"
"4302.30877,-0.22876"
"4301.34456,-0.22876"
"4300.38034,-0.22871"
"4299.41613,-0.22862"
"4298.45192,-0.22855"
"4297.48771,-0.22851"
"4296.52350,-0.22850"
"4295.55929,-0.22854"
"4294.59508,-0.22867"
"4293.63087,-0.22874"
"4292.66666,-0.22862"
"4291.70245,-0.22841"
"4290.73824,-0.22835"
"4289.77403,-0.22846"
"4288.80981,-0.22859"
"4287.84560,-0.22865"
"4286.88139,-0.22871"
"4285.91718,-0.22880"
"4284.95297,-0.22887"
"4283.98876,-0.22891"
"4283.02455,-0.22890"
"4282.06034,-0.22888"
"4281.09613,-0.22885"
"4280.13192,-0.22885"
"4279.16771,-0.22896"
"4278.20350,-0.22916"
"4277.23928,-0.22921"
"4276.27507,-0.22904"
"4275.31086,-0.22885"
"4274.34665,-0.22878"
"4273.38244,-0.22877"
"4272.41823,-0.22871"
"4271.45402,-0.22861"
"4270.48981,-0.22852"
"4269.52560,-0.22855"
"4268.56139,-0.22868"
"4267.59718,-0.22879"
"4266.63296,-0.22883"
"4265.66875,-0.22878"
"4264.70454,-0.22870"
"4263.74033,-0.22867"
"4262.77612,-0.22858"
"4261.81191,-0.22847"
"4260.84770,-0.22850"
"4259.88349,-0.22865"
"4258.91928,-0.22878"
"4257.95507,-0.22888"
"4256.99086,-0.22892"
"4256.02665,-0.22890"
"4255.06243,-0.22888"
"4254.09822,-0.22894"
"4253.13401,-0.22898"
"4252.16980,-0.22894"
"4251.20559,-0.22897"
"4250.24138,-0.22908"
"4249.27717,-0.22912"
"4248.31296,-0.22902"
"4247.34875,-0.22893"
"4246.38454,-0.22891"
"4245.42033,-0.22881"
"4244.45612,-0.22867"
"4243.49190,-0.22866"
"4242.52769,-0.22874"
"4241.56348,-0.22872"
"4240.59927,-0.22859"
"4239.63506,-0.22853"
"4238.67085,-0.22858"
"4237.70664,-0.22865"
"4236.74243,-0.22870"
"4235.77822,-0.22878"
"4234.81401,-0.22894"
"4233.84980,-0.22903"
"4232.88559,-0.22884"
"4231.92137,-0.22854"
"4230.95716,-0.22844"
"4229.99295,-0.22856"
"4229.02874,-0.22878"
"4228.06453,-0.22893"
"4227.10032,-0.22885"
"4226.13611,-0.22861"
"4225.17190,-0.22849"
"4224.20769,-0.22856"
"4223.24348,-0.22863"
"4222.27927,-0.22861"
"4221.31506,-0.22857"
"4220.35084,-0.22855"
"4219.38663,-0.22860"
"4218.42242,-0.22867"
"4217.45821,-0.22873"
"4216.49400,-0.22882"
"4215.52979,-0.22890"
"4214.56558,-0.22887"
"4213.60137,-0.22879"
"4212.63716,-0.22886"
"4211.67295,-0.22895"
"4210.70874,-0.22883"
"4209.74453,-0.22868"
"4208.78031,-0.22868"
"4207.81610,-0.22870"
"4206.85189,-0.22865"
"4205.88768,-0.22855"
"4204.92347,-0.22852"
"4203.95926,-0.22861"
"4202.99505,-0.22869"
"4202.03084,-0.22861"
"4201.06663,-0.22844"
"4200.10242,-0.22839"
"4199.13821,-0.22846"
"4198.17400,-0.22860"
"4197.20978,-0.22880"
"4196.24557,-0.22889"
"4195.28136,-0.22873"
"4194.31715,-0.22865"
"4193.35294,-0.22876"
"4192.38873,-0.22881"
"4191.42452,-0.22875"
"4190.46031,-0.22868"
"4189.49610,-0.22861"
"4188.53189,-0.22856"
"4187.56768,-0.22866"
"4186.60347,-0.22885"
"4185.63925,-0.22889"
"4184.67504,-0.22878"
"4183.71083,-0.22869"
"4182.74662,-0.22870"
"4181.78241,-0.22874"
"4180.81820,-0.22870"
"4179.85399,-0.22863"
"4178.88978,-0.22855"
"4177.92557,-0.22840"
"4176.96136,-0.22825"
"4175.99715,-0.22828"
"4175.03294,-0.22851"
"4174.06872,-0.22869"
"4173.10451,-0.22863"
"4172.14030,-0.22855"
"4171.17609,-0.22866"
"4170.21188,-0.22876"
"4169.24767,-0.22872"
"4168.28346,-0.22867"
"4167.31925,-0.22862"
"4166.35504,-0.22859"
"4165.39083,-0.22863"
"4164.42662,-0.22869"
"4163.46241,-0.22868"
"4162.49819,-0.22864"
"4161.53398,-0.22857"
"4160.56977,-0.22851"
"4159.60556,-0.22850"
"4158.64135,-0.22847"
"4157.67714,-0.22841"
"4156.71293,-0.22837"
"4155.74872,-0.22839"
"4154.78451,-0.22842"
"4153.82030,-0.22844"
"4152.85609,-0.22847"
"4151.89188,-0.22851"
"4150.92766,-0.22856"
"4149.96345,-0.22860"
"4148.99924,-0.22858"
"4148.03503,-0.22845"
"4147.07082,-0.22830"
"4146.10661,-0.22825"
"4145.14240,-0.22834"
"4144.17819,-0.22846"
"4143.21398,-0.22851"
"4142.24977,-0.22839"
"4141.28556,-0.22834"
"4140.32134,-0.22843"
"4139.35713,-0.22846"
"4138.39292,-0.22842"
"4137.42871,-0.22846"
"4136.46450,-0.22856"
"4135.50029,-0.22865"
"4134.53608,-0.22868"
"4133.57187,-0.22865"
"4132.60766,-0.22864"
"4131.64345,-0.22859"
"4130.67924,-0.22848"
"4129.71503,-0.22841"
"4128.75081,-0.22840"
"4127.78660,-0.22846"
"4126.82239,-0.22857"
"4125.85818,-0.22857"
"4124.89397,-0.22853"
"4123.92976,-0.22856"
"4122.96555,-0.22852"
"4122.00134,-0.22838"
"4121.03713,-0.22834"
"4120.07292,-0.22844"
"4119.10871,-0.22857"
"4118.14450,-0.22865"
"4117.18028,-0.22870"
"4116.21607,-0.22869"
"4115.25186,-0.22861"
"4114.28765,-0.22855"
"4113.32344,-0.22854"
"4112.35923,-0.22854"
"4111.39502,-0.22849"
"4110.43081,-0.22838"
"4109.46660,-0.22825"
"4108.50239,-0.22825"
"4107.53818,-0.22837"
"4106.57397,-0.22839"
"4105.60975,-0.22831"
"4104.64554,-0.22829"
"4103.68133,-0.22822"
"4102.71712,-0.22815"
"4101.75291,-0.22821"
"4100.78870,-0.22833"
"4099.82449,-0.22840"
"4098.86028,-0.22836"
"4097.89607,-0.22831"
"4096.93186,-0.22838"
"4095.96765,-0.22847"
"4095.00344,-0.22846"
"4094.03922,-0.22838"
"4093.07501,-0.22830"
"4092.11080,-0.22824"
"4091.14659,-0.22820"
"4090.18238,-0.22823"
"4089.21817,-0.22832"
"4088.25396,-0.22842"
"4087.28975,-0.22850"
"4086.32554,-0.22855"
"4085.36133,-0.22857"
"4084.39712,-0.22861"
"4083.43291,-0.22861"
"4082.46869,-0.22849"
"4081.50448,-0.22828"
"4080.54027,-0.22804"
"4079.57606,-0.22792"
"4078.61185,-0.22805"
"4077.64764,-0.22829"
"4076.68343,-0.22840"
"4075.71922,-0.22839"
"4074.75501,-0.22840"
"4073.79080,-0.22851"
"4072.82659,-0.22859"
"4071.86238,-0.22850"
"4070.89816,-0.22828"
"4069.93395,-0.22808"
"4068.96974,-0.22805"
"4068.00553,-0.22820"
"4067.04132,-0.22836"
"4066.07711,-0.22836"
"4065.11290,-0.22829"
"4064.14869,-0.22828"
"4063.18448,-0.22828"
"4062.22027,-0.22819"
"4061.25606,-0.22815"
"4060.29185,-0.22828"
"4059.32763,-0.22844"
"4058.36342,-0.22845"
"4057.39921,-0.22836"
"4056.43500,-0.22836"
"4055.47079,-0.22842"
"4054.50658,-0.22839"
"4053.54237,-0.22831"
"4052.57816,-0.22825"
"4051.61395,-0.22825"
"4050.64974,-0.22826"
"4049.68553,-0.22819"
"4048.72132,-0.22810"
"4047.75710,-0.22807"
"4046.79289,-0.22809"
"4045.82868,-0.22809"
"4044.86447,-0.22812"
"4043.90026,-0.22826"
"4042.93605,-0.22831"
"4041.97184,-0.22820"
"4041.00763,-0.22810"
"4040.04342,-0.22802"
"4039.07921,-0.22798"
"4038.11500,-0.22801"
"4037.15079,-0.22804"
"4036.18657,-0.22803"
"4035.22236,-0.22805"
"4034.25815,-0.22812"
"4033.29394,-0.22820"
"4032.32973,-0.22818"
"4031.36552,-0.22808"
"4030.40131,-0.22809"
"4029.43710,-0.22815"
"4028.47289,-0.22815"
"4027.50868,-0.22816"
"4026.54447,-0.22812"
"4025.58026,-0.22800"
"4024.61604,-0.22803"
"4023.65183,-0.22818"
"4022.68762,-0.22816"
"4021.72341,-0.22806"
"4020.75920,-0.22806"
"4019.79499,-0.22810"
"4018.83078,-0.22813"
"4017.86657,-0.22811"
"4016.90236,-0.22802"
"4015.93815,-0.22792"
"4014.97394,-0.22784"
"4014.00972,-0.22776"
"4013.04551,-0.22771"
"4012.08130,-0.22775"
"4011.11709,-0.22793"
"4010.15288,-0.22814"
"4009.18867,-0.22818"
"4008.22446,-0.22800"
"4007.26025,-0.22790"
"4006.29604,-0.22793"
"4005.33183,-0.22792"
"4004.36762,-0.22785"
"4003.40341,-0.22781"
"4002.43919,-0.22785"
"4001.47498,-0.22796"
"4000.51077,-0.22808"
"3999.54656,-0.22814"
"3998.58235,-0.22805"
"3997.61814,-0.22793"
"3996.65393,-0.22796"
"3995.68972,-0.22805"
"3994.72551,-0.22811"
"3993.76130,-0.22815"
"3992.79709,-0.22817"
"3991.83288,-0.22812"
"3990.86866,-0.22805"
"3989.90445,-0.22805"
"3988.94024,-0.22807"
"3987.97603,-0.22802"
"3987.01182,-0.22793"
"3986.04761,-0.22787"
"3985.08340,-0.22789"
"3984.11919,-0.22796"
"3983.15498,-0.22796"
"3982.19077,-0.22788"
"3981.22656,-0.22784"
"3980.26235,-0.22786"
"3979.29813,-0.22786"
"3978.33392,-0.22781"
"3977.36971,-0.22771"
"3976.40550,-0.22764"
"3975.44129,-0.22771"
"3974.47708,-0.22785"
"3973.51287,-0.22796"
"3972.54866,-0.22801"
"3971.58445,-0.22805"
"3970.62024,-0.22807"
"3969.65603,-0.22805"
"3968.69182,-0.22809"
"3967.72760,-0.22816"
"3966.76339,-0.22813"
"3965.79918,-0.22803"
"3964.83497,-0.22797"
"3963.87076,-0.22797"
"3962.90655,-0.22787"
"3961.94234,-0.22772"
"3960.97813,-0.22773"
"3960.01392,-0.22788"
"3959.04971,-0.22799"
"3958.08550,-0.22801"
"3957.12129,-0.22801"
"3956.15707,-0.22804"
"3955.19286,-0.22803"
"3954.22865,-0.22790"
"3953.26444,-0.22775"
"3952.30023,-0.22773"
"3951.33602,-0.22778"
"3950.37181,-0.22777"
"3949.40760,-0.22778"
"3948.44339,-0.22787"
"3947.47918,-0.22799"
"3946.51497,-0.22804"
"3945.55076,-0.22797"
"3944.58654,-0.22784"
"3943.62233,-0.22778"
"3942.65812,-0.22793"
"3941.69391,-0.22821"
"3940.72970,-0.22835"
"3939.76549,-0.22822"
"3938.80128,-0.22797"
"3937.83707,-0.22779"
"3936.87286,-0.22771"
"3935.90865,-0.22770"
"3934.94444,-0.22771"
"3933.98023,-0.22772"
"3933.01601,-0.22772"
"3932.05180,-0.22782"
"3931.08759,-0.22806"
"3930.12338,-0.22818"
"3929.15917,-0.22810"
"3928.19496,-0.22796"
"3927.23075,-0.22794"
"3926.26654,-0.22803"
"3925.30233,-0.22815"
"3924.33812,-0.22823"
"3923.37391,-0.22817"
"3922.40970,-0.22793"
"3921.44548,-0.22759"
"3920.48127,-0.22739"
"3919.51706,-0.22761"
"3918.55285,-0.22805"
"3917.58864,-0.22830"
"3916.62443,-0.22835"
"3915.66022,-0.22837"
"3914.69601,-0.22831"
"3913.73180,-0.22812"
"3912.76759,-0.22791"
"3911.80338,-0.22776"
"3910.83917,-0.22769"
"3909.87495,-0.22766"
"3908.91074,-0.22762"
"3907.94653,-0.22753"
"3906.98232,-0.22734"
"3906.01811,-0.22709"
"3905.05390,-0.22696"
"3904.08969,-0.22716"
"3903.12548,-0.22751"
"3902.16127,-0.22781"
"3901.19706,-0.22818"
"3900.23285,-0.22853"
"3899.26864,-0.22863"
"3898.30442,-0.22859"
"3897.34021,-0.22841"
"3896.37600,-0.22805"
"3895.41179,-0.22758"
"3894.44758,-0.22717"
"3893.48337,-0.22699"
"3892.51916,-0.22709"
"3891.55495,-0.22742"
"3890.59074,-0.22785"
"3889.62653,-0.22802"
"3888.66232,-0.22780"
"3887.69811,-0.22742"
"3886.73389,-0.22707"
"3885.76968,-0.22698"
"3884.80547,-0.22726"
"3883.84126,-0.22758"
"3882.87705,-0.22777"
"3881.91284,-0.22786"
"3880.94863,-0.22788"
"3879.98442,-0.22805"
"3879.02021,-0.22827"
"3878.05600,-0.22812"
"3877.09179,-0.22760"
"3876.12757,-0.22705"
"3875.16336,-0.22670"
"3874.19915,-0.22668"
"3873.23494,-0.22705"
"3872.27073,-0.22744"
"3871.30652,-0.22761"
"3870.34231,-0.22778"
"3869.37810,-0.22817"
"3868.41389,-0.22849"
"3867.44968,-0.22841"
"3866.48547,-0.22791"
"3865.52126,-0.22741"
"3864.55704,-0.22744"
"3863.59283,-0.22790"
"3862.62862,-0.22818"
"3861.66441,-0.22816"
"3860.70020,-0.22808"
"3859.73599,-0.22788"
"3858.77178,-0.22744"
"3857.80757,-0.22681"
"3856.84336,-0.22620"
"3855.87915,-0.22559"
"3854.91494,-0.22511"
"3853.95073,-0.22552"
"3852.98651,-0.22705"
"3852.02230,-0.22842"
"3851.05809,-0.22903"
"3850.09388,-0.22896"
"3849.12967,-0.22853"
"3848.16546,-0.22804"
"3847.20125,-0.22763"
"3846.23704,-0.22736"
"3845.27283,-0.22718"
"3844.30862,-0.22705"
"3843.34441,-0.22707"
"3842.38020,-0.22711"
"3841.41598,-0.22689"
"3840.45177,-0.22675"
"3839.48756,-0.22704"
"3838.52335,-0.22742"
"3837.55914,-0.22784"
"3836.59493,-0.22829"
"3835.63072,-0.22830"
"3834.66651,-0.22798"
"3833.70230,-0.22776"
"3832.73809,-0.22754"
"3831.77388,-0.22728"
"3830.80967,-0.22724"
"3829.84545,-0.22732"
"3828.88124,-0.22731"
"3827.91703,-0.22723"
"3826.95282,-0.22718"
"3825.98861,-0.22719"
"3825.02440,-0.22705"
"3824.06019,-0.22667"
"3823.09598,-0.22622"
"3822.13177,-0.22606"
"3821.16756,-0.22652"
"3820.20335,-0.22741"
"3819.23914,-0.22798"
"3818.27492,-0.22793"
"3817.31071,-0.22756"
"3816.34650,-0.22741"
"3815.38229,-0.22776"
"3814.41808,-0.22812"
"3813.45387,-0.22802"
"3812.48966,-0.22759"
"3811.52545,-0.22717"
"3810.56124,-0.22688"
"3809.59703,-0.22673"
"3808.63282,-0.22666"
"3807.66861,-0.22671"
"3806.70439,-0.22702"
"3805.74018,-0.22733"
"3804.77597,-0.22715"
"3803.81176,-0.22660"
"3802.84755,-0.22635"
"3801.88334,-0.22679"
"3800.91913,-0.22767"
"3799.95492,-0.22834"
"3798.99071,-0.22845"
"3798.02650,-0.22812"
"3797.06229,-0.22777"
"3796.09808,-0.22772"
"3795.13386,-0.22786"
"3794.16965,-0.22789"
"3793.20544,-0.22775"
"3792.24123,-0.22756"
"3791.27702,-0.22742"
"3790.31281,-0.22730"
"3789.34860,-0.22720"
"3788.38439,-0.22712"
"3787.42018,-0.22707"
"3786.45597,-0.22705"
"3785.49176,-0.22708"
"3784.52755,-0.22719"
"3783.56333,-0.22730"
"3782.59912,-0.22727"
"3781.63491,-0.22716"
"3780.67070,-0.22715"
"3779.70649,-0.22735"
"3778.74228,-0.22774"
"3777.77807,-0.22799"
"3776.81386,-0.22788"
"3775.84965,-0.22755"
"3774.88544,-0.22721"
"3773.92123,-0.22692"
"3772.95702,-0.22671"
"3771.99280,-0.22660"
"3771.02859,-0.22658"
"3770.06438,-0.22673"
"3769.10017,-0.22712"
"3768.13596,-0.22747"
"3767.17175,-0.22748"
"3766.20754,-0.22729"
"3765.24333,-0.22725"
"3764.27912,-0.22732"
"3763.31491,-0.22720"
"3762.35070,-0.22691"
"3761.38649,-0.22663"
"3760.42227,-0.22652"
"3759.45806,-0.22678"
"3758.49385,-0.22730"
"3757.52964,-0.22748"
"3756.56543,-0.22723"
"3755.60122,-0.22685"
"3754.63701,-0.22635"
"3753.67280,-0.22568"
"3752.70859,-0.22533"
"3751.74438,-0.22595"
"3750.78017,-0.22709"
"3749.81595,-0.22773"
"3748.85174,-0.22779"
"3747.88753,-0.22749"
"3746.92332,-0.22683"
"3745.95911,-0.22602"
"3744.99490,-0.22566"
"3744.03069,-0.22629"
"3743.06648,-0.22727"
"3742.10227,-0.22762"
"3741.13806,-0.22745"
"3740.17385,-0.22723"
"3739.20964,-0.22689"
"3738.24542,-0.22631"
"3737.28121,-0.22573"
"3736.31700,-0.22549"
"3735.35279,-0.22583"
"3734.38858,-0.22676"
"3733.42437,-0.22760"
"3732.46016,-0.22787"
"3731.49595,-0.22784"
"3730.53174,-0.22770"
"3729.56753,-0.22734"
"3728.60332,-0.22694"
"3727.63911,-0.22674"
"3726.67489,-0.22676"
"3725.71068,-0.22683"
"3724.74647,-0.22682"
"3723.78226,-0.22676"
"3722.81805,-0.22674"
"3721.85384,-0.22699"
"3720.88963,-0.22735"
"3719.92542,-0.22744"
"3718.96121,-0.22730"
"3717.99700,-0.22710"
"3717.03279,-0.22673"
"3716.06858,-0.22616"
"3715.10436,-0.22560"
"3714.14015,-0.22522"
"3713.17594,-0.22500"
"3712.21173,-0.22526"
"3711.24752,-0.22626"
"3710.28331,-0.22725"
"3709.31910,-0.22767"
"3708.35489,-0.22769"
"3707.39068,-0.22743"
"3706.42647,-0.22698"
"3705.46226,-0.22654"
"3704.49805,-0.22629"
"3703.53383,-0.22622"
"3702.56962,-0.22631"
"3701.60541,-0.22661"
"3700.64120,-0.22693"
"3699.67699,-0.22697"
"3698.71278,-0.22674"
"3697.74857,-0.22655"
"3696.78436,-0.22650"
"3695.82015,-0.22648"
"3694.85594,-0.22627"
"3693.89173,-0.22579"
"3692.92752,-0.22523"
"3691.96330,-0.22489"
"3690.99909,-0.22519"
"3690.03488,-0.22604"
"3689.07067,-0.22672"
"3688.10646,-0.22703"
"3687.14225,-0.22718"
"3686.17804,-0.22706"
"3685.21383,-0.22661"
"3684.24962,-0.22606"
"3683.28541,-0.22559"
"3682.32120,-0.22518"
"3681.35699,-0.22474"
"3680.39277,-0.22433"
"3679.42856,-0.22414"
"3678.46435,-0.22419"
"3677.50014,-0.22420"
"3676.53593,-0.22422"
"3675.57172,-0.22464"
"3674.60751,-0.22537"
"3673.64330,-0.22566"
"3672.67909,-0.22519"
"3671.71488,-0.22448"
"3670.75067,-0.22443"
"3669.78646,-0.22522"
"3668.82224,-0.22594"
"3667.85803,-0.22604"
"3666.89382,-0.22559"
"3665.92961,-0.22493"
"3664.96540,-0.22440"
"3664.00119,-0.22413"
"3663.03698,-0.22402"
"3662.07277,-0.22396"
"3661.10856,-0.22384"
"3660.14435,-0.22362"
"3659.18014,-0.22335"
"3658.21593,-0.22309"
"3657.25171,-0.22292"
"3656.28750,-0.22297"
"3655.32329,-0.22315"
"3654.35908,-0.22294"
"3653.39487,-0.22215"
"3652.43066,-0.22116"
"3651.46645,-0.22063"
"3650.50224,-0.22109"
"3649.53803,-0.22229"
"3648.57382,-0.22330"
"3647.60961,-0.22367"
"3646.64540,-0.22360"
"3645.68118,-0.22328"
"3644.71697,-0.22268"
"3643.75276,-0.22199"
"3642.78855,-0.22149"
"3641.82434,-0.22133"
"3640.86013,-0.22134"
"3639.89592,-0.22129"
"3638.93171,-0.22107"
"3637.96750,-0.22078"
"3637.00329,-0.22052"
"3636.03908,-0.22026"
"3635.07487,-0.21997"
"3634.11065,-0.21972"
"3633.14644,-0.21950"
"3632.18223,-0.21910"
"3631.21802,-0.21844"
"3630.25381,-0.21795"
"3629.28960,-0.21828"
"3628.32539,-0.21940"
"3627.36118,-0.22027"
"3626.39697,-0.22029"
"3625.43276,-0.21972"
"3624.46855,-0.21902"
"3623.50433,-0.21840"
"3622.54012,-0.21793"
"3621.57591,-0.21758"
"3620.61170,-0.21734"
"3619.64749,-0.21731"
"3618.68328,-0.21741"
"3617.71907,-0.21743"
"3616.75486,-0.21722"
"3615.79065,-0.21683"
"3614.82644,-0.21653"
"3613.86223,-0.21647"
"3612.89802,-0.21644"
"3611.93380,-0.21641"
"3610.96959,-0.21628"
"3610.00538,-0.21595"
"3609.04117,-0.21569"
"3608.07696,-0.21563"
"3607.11275,-0.21556"
"3606.14854,-0.21540"
"3605.18433,-0.21513"
"3604.22012,-0.21477"
"3603.25591,-0.21450"
"3602.29170,-0.21441"
"3601.32749,-0.21443"
"3600.36327,-0.21448"
"3599.39906,-0.21439"
"3598.43485,-0.21409"
"3597.47064,-0.21371"
"3596.50643,-0.21336"
"3595.54222,-0.21316"
"3594.57801,-0.21313"
"3593.61380,-0.21303"
"3592.64959,-0.21275"
"3591.68538,-0.21228"
"3590.72117,-0.21160"
"3589.75696,-0.21085"
"3588.79274,-0.21049"
"3587.82853,-0.21077"
"3586.86432,-0.21139"
"3585.90011,-0.21184"
"3584.93590,-0.21179"
"3583.97169,-0.21131"
"3583.00748,-0.21076"
"3582.04327,-0.21035"
"3581.07906,-0.21003"
"3580.11485,-0.20973"
"3579.15064,-0.20944"
"3578.18643,-0.20914"
"3577.22221,-0.20888"
"3576.25800,-0.20872"
"3575.29379,-0.20861"
"3574.32958,-0.20845"
