Wavenumber,Intensity
5500.82284,-0.02502
5499.85863,-0.02698
5498.89442,-0.03019
5497.93021,-0.03295
5496.966,-0.03339
5496.00179,-0.03065
5495.03757,-0.02461
5494.07336,-0.01787
5493.10915,-0.01673
5492.14494,-0.02417
5491.18073,-0.034
5490.21652,-0.03816
5489.25231,-0.03529
5488.2881,-0.02904
5487.32389,-0.0237
5486.35968,-0.02193
5485.39547,-0.02314
5484.43126,-0.02463
5483.46704,-0.02496
5482.50283,-0.02463
5481.53862,-0.02451
5480.57441,-0.02483
5479.6102,-0.02534
5478.64599,-0.0262
5477.68178,-0.02754
5476.71757,-0.02838
5475.75336,-0.02803
5474.78915,-0.02724
5473.82494,-0.02626
5472.86073,-0.02537
5471.89651,-0.02469
5470.9323,-0.02347
5469.96809,-0.02224
5469.00388,-0.02272
5468.03967,-0.02463
5467.07546,-0.02636
5466.11125,-0.02763
5465.14704,-0.02845
5464.18283,-0.02818
5463.21862,-0.02675
5462.25441,-0.02465
5461.2902,-0.02292
5460.32598,-0.02316
5459.36177,-0.02508
5458.39756,-0.02665
5457.43335,-0.02694
5456.46914,-0.02657
5455.50493,-0.02678
5454.54072,-0.02804
5453.57651,-0.02968
5452.6123,-0.03038
5451.64809,-0.0291
5450.68388,-0.02639
5449.71967,-0.0245
5448.75545,-0.02464
5447.79124,-0.02497
5446.82703,-0.02392
5445.86282,-0.02347
5444.89861,-0.02559
5443.9344,-0.02812
5442.97019,-0.02872
5442.00598,-0.02818
5441.04177,-0.0284
5440.07756,-0.0296
5439.11335,-0.03032
5438.14913,-0.02988
5437.18492,-0.02864
5436.22071,-0.02716
5435.2565,-0.02662
5434.29229,-0.02813
5433.32808,-0.03054
5432.36387,-0.03138
5431.39966,-0.02968
5430.43545,-0.0268
5429.47124,-0.02476
5428.50703,-0.02453
5427.54282,-0.02562
5426.5786,-0.02665
5425.61439,-0.02658
5424.65018,-0.02569
5423.68597,-0.02506
5422.72176,-0.02529
5421.75755,-0.02574
5420.79334,-0.02537
5419.82913,-0.02428
5418.86492,-0.02367
5417.90071,-0.02433
5416.9365,-0.02568
5415.97229,-0.02631
5415.00807,-0.02542
5414.04386,-0.02425
5413.07965,-0.02394
5412.11544,-0.023
5411.15123,-0.02108
5410.18702,-0.02023
5409.22281,-0.02126
5408.2586,-0.0229
5407.29439,-0.024
5406.33018,-0.02434
5405.36597,-0.02418
5404.40176,-0.02404
5403.43754,-0.02413
5402.47333,-0.02403
5401.50912,-0.02356
5400.54491,-0.02337
5399.5807,-0.0237
5398.61649,-0.02378
5397.65228,-0.02317
5396.68807,-0.02278
5395.72386,-0.02309
5394.75965,-0.02293
5393.79544,-0.02218
5392.83123,-0.02234
5391.86701,-0.02332
5390.9028,-0.02387
5389.93859,-0.02378
5388.97438,-0.02362
5388.01017,-0.02344
5387.04596,-0.02272
5386.08175,-0.02182
5385.11754,-0.02184
5384.15333,-0.0226
5383.18912,-0.02316
5382.22491,-0.02325
5381.2607,-0.02324
5380.29648,-0.02346
5379.33227,-0.02366
5378.36806,-0.0233
5377.40385,-0.0228
5376.43964,-0.02295
5375.47543,-0.02309
5374.51122,-0.02252
5373.54701,-0.02211
5372.5828,-0.02233
5371.61859,-0.02254
5370.65438,-0.02232
5369.69017,-0.02181
5368.72595,-0.02134
5367.76174,-0.02118
5366.79753,-0.0213
5365.83332,-0.02131
5364.86911,-0.02106
5363.9049,-0.02099
5362.94069,-0.02127
5361.97648,-0.02147
5361.01227,-0.02152
5360.04806,-0.02167
5359.08385,-0.02205
5358.11964,-0.02277
5357.15542,-0.02373
5356.19121,-0.02433
5355.227,-0.02402
5354.26279,-0.02323
5353.29858,-0.02302
5352.33437,-0.02368
5351.37016,-0.02428
5350.40595,-0.02391
5349.44174,-0.02273
5348.47753,-0.02184
5347.51332,-0.02187
5346.54911,-0.02203
5345.58489,-0.02155
5344.62068,-0.0215
5343.65647,-0.02257
5342.69226,-0.02348
5341.72805,-0.02361
5340.76384,-0.02293
5339.79963,-0.02124
5338.83542,-0.0197
5337.87121,-0.0198
5336.907,-0.02069
5335.94279,-0.02119
5334.97858,-0.02158
5334.01436,-0.02178
5333.05015,-0.02145
5332.08594,-0.02119
5331.12173,-0.02159
5330.15752,-0.02205
5329.19331,-0.02164
5328.2291,-0.02061
5327.26489,-0.02038
5326.30068,-0.02128
5325.33647,-0.02168
5324.37226,-0.02102
5323.40805,-0.0205
5322.44383,-0.0206
5321.47962,-0.02077
5320.51541,-0.02063
5319.5512,-0.02043
5318.58699,-0.02033
5317.62278,-0.02019
5316.65857,-0.01999
5315.69436,-0.01997
5314.73015,-0.02012
5313.76594,-0.02022
5312.80173,-0.02027
5311.83752,-0.02041
5310.8733,-0.02066
5309.90909,-0.02069
5308.94488,-0.01986
5307.98067,-0.0186
5307.01646,-0.01853
5306.05225,-0.01968
5305.08804,-0.02043
5304.12383,-0.02035
5303.15962,-0.02016
5302.19541,-0.02028
5301.2312,-0.02036
5300.26698,-0.02017
5299.30277,-0.02011
5298.33856,-0.02028
5297.37435,-0.02037
5296.41014,-0.02031
5295.44593,-0.02024
5294.48172,-0.02031
5293.51751,-0.02061
5292.5533,-0.02071
5291.58909,-0.01983
5290.62488,-0.01861
5289.66067,-0.01849
5288.69645,-0.01917
5287.73224,-0.0195
5286.76803,-0.01934
5285.80382,-0.01888
5284.83961,-0.01856
5283.8754,-0.01882
5282.91119,-0.01919
5281.94698,-0.01919
5280.98277,-0.01898
5280.01856,-0.01889
5279.05435,-0.01895
5278.09014,-0.01894
5277.12592,-0.01891
5276.16171,-0.01892
5275.1975,-0.01875
5274.23329,-0.01835
5273.26908,-0.01806
5272.30487,-0.01829
5271.34066,-0.01885
5270.37645,-0.01886
5269.41224,-0.0183
5268.44803,-0.01815
5267.48382,-0.01866
5266.51961,-0.01914
5265.55539,-0.01888
5264.59118,-0.01805
5263.62697,-0.01789
5262.66276,-0.01835
5261.69855,-0.01847
5260.73434,-0.01864
5259.77013,-0.019
5258.80592,-0.01909
5257.84171,-0.01907
5256.8775,-0.01892
5255.91329,-0.0181
5254.94908,-0.01728
5253.98486,-0.01773
5253.02065,-0.01856
5252.05644,-0.01881
5251.09223,-0.01894
5250.12802,-0.01896
5249.16381,-0.01834
5248.1996,-0.01795
5247.23539,-0.01884
5246.27118,-0.01961
5245.30697,-0.0189
5244.34276,-0.01804
5243.37855,-0.0185
5242.41433,-0.01908
5241.45012,-0.01879
5240.48591,-0.01824
5239.5217,-0.01804
5238.55749,-0.01822
5237.59328,-0.01863
5236.62907,-0.01896
5235.66486,-0.019
5234.70065,-0.01898
5233.73644,-0.01923
5232.77223,-0.01927
5231.80802,-0.01848
5230.8438,-0.01781
5229.87959,-0.01833
5228.91538,-0.01925
5227.95117,-0.01954
5226.98696,-0.01888
5226.02275,-0.01787
5225.05854,-0.01772
5224.09433,-0.01825
5223.13012,-0.01836
5222.16591,-0.01825
5221.2017,-0.01844
5220.23749,-0.01852
5219.27327,-0.01815
5218.30906,-0.01783
5217.34485,-0.01794
5216.38064,-0.01823
5215.41643,-0.01845
5214.45222,-0.01856
5213.48801,-0.01861
5212.5238,-0.01873
5211.55959,-0.01904
5210.59538,-0.01915
5209.63117,-0.01879
5208.66696,-0.01857
5207.70274,-0.01817
5206.73853,-0.01702
5205.77432,-0.01684
5204.81011,-0.01817
5203.8459,-0.0189
5202.88169,-0.0185
5201.91748,-0.0181
5200.95327,-0.01812
5199.98906,-0.01834
5199.02485,-0.01837
5198.06064,-0.01799
5197.09643,-0.01772
5196.13221,-0.01808
5195.168,-0.01844
5194.20379,-0.01822
5193.23958,-0.01791
5192.27537,-0.01799
5191.31116,-0.01815
5190.34695,-0.01795
5189.38274,-0.01772
5188.41853,-0.01809
5187.45432,-0.01885
5186.49011,-0.01904
5185.5259,-0.01867
5184.56168,-0.01881
5183.59747,-0.01947
5182.63326,-0.0195
5181.66905,-0.019
5180.70484,-0.01876
5179.74063,-0.01874
5178.77642,-0.0186
5177.81221,-0.01833
5176.848,-0.01819
5175.88379,-0.01824
5174.91958,-0.01837
5173.95536,-0.01848
