,x,y
0,650.0,0.3463302018959261
1,650.1300097751711,0.3040434437623763
2,650.2600195503421,0.27640172257273404
3,650.3900293255132,0.32243364562187765
4,650.5200391006842,0.34343841652489876
5,650.6500488758553,0.3199142213457627
6,650.7800586510264,0.3361911041830567
7,650.9100684261974,0.3072907715290534
8,651.0400782013685,0.3261884988246902
9,651.1700879765395,0.2929233160732888
10,651.3000977517106,0.31639871065022246
11,651.4301075268817,0.3263978579457269
12,651.5601173020527,0.29214512898347517
13,651.6901270772239,0.3216750706302712
14,651.820136852395,0.30037501341517886
15,651.950146627566,0.28401686284573713
16,652.0801564027371,0.3258109860941227
17,652.2101661779081,0.32684412965197124
18,652.3401759530792,0.28220660287747285
19,652.4701857282503,0.2746133276284218
20,652.6001955034213,0.30497142383579406
21,652.7302052785924,0.28559437867589965
22,652.8602150537635,0.34990877012410926
23,652.9902248289345,0.2832594138924396
24,653.1202346041056,0.3090674723461424
25,653.2502443792766,0.2857450965565055
26,653.3802541544477,0.31527060864028594
27,653.5102639296188,0.29419494081203834
28,653.6402737047898,0.30883998346495195
29,653.7702834799609,0.29371589607111825
30,653.9002932551319,0.33573594461318607
31,654.030303030303,0.33105022353013297
32,654.1603128054741,0.290553090675367
33,654.2903225806451,0.2904619744517999
34,654.4203323558162,0.30870493859110076
35,654.5503421309872,0.28957413200064147
36,654.6803519061583,0.3232540743106016
37,654.8103616813294,0.2926937737770269
38,654.9403714565005,0.3113505748222081
39,655.0703812316716,0.30077739020856065
40,655.2003910068427,0.2878884328246796
41,655.3304007820137,0.27069375479645386
42,655.4604105571848,0.2956277422673114
43,655.5904203323558,0.2845362643354489
44,655.7204301075269,0.294718799639219
45,655.850439882698,0.3164716895673941
46,655.980449657869,0.28207699700319905
47,656.1104594330401,0.2891728322501707
48,656.2404692082112,0.3147698673358166
49,656.3704789833822,0.28199808005116095
50,656.5004887585533,0.3006240674838364
51,656.6304985337243,0.2597319200272772
52,656.7605083088954,0.3179976698523457
53,656.8905180840665,0.32165481824245457
54,657.0205278592375,0.29487590051059487
55,657.1505376344086,0.2635160071780405
56,657.2805474095796,0.2709936966497396
57,657.4105571847507,0.25686356187858744
58,657.5405669599218,0.26875857537273784
59,657.6705767350928,0.29229098370185136
60,657.8005865102639,0.2561440931206128
61,657.930596285435,0.27999921008086404
62,658.060606060606,0.3161866822710437
63,658.1906158357772,0.30015670918058596
64,658.3206256109482,0.30313047481822536
65,658.4506353861193,0.2849233600103935
66,658.5806451612904,0.333089323556679
67,658.7106549364614,0.3240721919607265
68,658.8406647116325,0.34384617450762445
69,658.9706744868035,0.310614545196207
70,659.1006842619746,0.35289112496822217
71,659.2306940371457,0.35463410937356843
72,659.3607038123167,0.35304753221751184
73,659.4907135874878,0.34349867145715224
74,659.6207233626589,0.3129203832974386
75,659.7507331378299,0.34460122894995815
76,659.880742913001,0.3494910482184974
77,660.010752688172,0.32668362016320607
78,660.1407624633431,0.3223448522051901
79,660.2707722385142,0.355361598111063
80,660.4007820136852,0.39140992890760384
81,660.5307917888563,0.38300122462187863
82,660.6608015640273,0.37412450043448264
83,660.7908113391984,0.3747882983084963
84,660.9208211143695,0.3945456549927472
85,661.0508308895405,0.39793037334816694
86,661.1808406647116,0.4040835327972604
87,661.3108504398826,0.41399314560390693
88,661.4408602150538,0.42310990155479633
89,661.5708699902249,0.49752076669214457
90,661.7008797653959,0.5177714193480506
91,661.830889540567,0.5336775089303308
92,661.9608993157381,0.5670798176360318
93,662.0909090909091,0.6033414146946364
94,662.2209188660802,0.6506432401125861
95,662.3509286412512,0.6628358638196874
96,662.4809384164223,0.7230402127646214
97,662.6109481915934,0.7677546185931707
98,662.7409579667644,0.8002327082515472
99,662.8709677419355,0.7585242374868932
100,663.0009775171065,0.7717543768014755
101,663.1309872922776,0.7916835726808484
102,663.2609970674487,0.7585142620647274
103,663.3910068426197,0.7790958417974538
104,663.5210166177908,0.7146861659051528
105,663.6510263929619,0.6939207588050533
106,663.7810361681329,0.6377799255356345
107,663.911045943304,0.6245282196660797
108,664.041055718475,0.5714083750884746
109,664.1710654936461,0.5347376399933449
110,664.3010752688172,0.5011320319974906
111,664.4310850439882,0.4518642404918134
112,664.5610948191593,0.42581437248213827
113,664.6911045943305,0.4019325878279823
114,664.8211143695015,0.3842990406459129
115,664.9511241446726,0.371661432210897
116,665.0811339198436,0.29829208246771766
117,665.2111436950147,0.31334993009271395
118,665.3411534701858,0.3161238422579944
119,665.4711632453568,0.2689409280045581
120,665.6011730205279,0.26524259786716525
121,665.7311827956989,0.2762355823133561
122,665.86119257087,0.2678042120094056
123,665.9912023460411,0.2791488122630719
124,666.1212121212121,0.2828653679666094
125,666.2512218963832,0.253757655710814
126,666.3812316715542,0.28286917818150237
127,666.5112414467253,0.29550519555847266
128,666.6412512218964,0.22185008767809003
129,666.7712609970674,0.2882037739932921
130,666.9012707722385,0.2739687811529077
131,667.0312805474096,0.2805838847456917
132,667.1612903225806,0.29779433864544896
133,667.2913000977517,0.2612539808236668
134,667.4213098729227,0.2741986888335071
135,667.5513196480938,0.2717006307290195
136,667.6813294232649,0.24631635225976456
137,667.8113391984359,0.28051190250168745
138,667.9413489736071,0.27488667875438594
139,668.0713587487782,0.2771004790011629
140,668.2013685239492,0.276396285365229
141,668.3313782991203,0.2594896140253014
142,668.4613880742913,0.2717883700348031
143,668.5913978494624,0.26216417668576747
144,668.7214076246335,0.2610647011613905
145,668.8514173998045,0.30268438489015986
146,668.9814271749756,0.2685546190761316
147,669.1114369501466,0.2859116595384845
148,669.2414467253177,0.2890273515416369
149,669.3714565004888,0.27646827940999075
150,669.5014662756598,0.2643036050348096
151,669.6314760508309,0.2650128200996079
152,669.761485826002,0.2701600596970548
153,669.891495601173,0.2758407421960324
154,670.0215053763441,0.2852072341244353
155,670.1515151515151,0.25637941431141426
