X;Y
2451,607;1438,75
2453,736;1437,42
2455,864;1438,75
2457,99;1445,75
2460,115;1433,08
2462,239;1441,75
2464,361;1443,08
2466,482;1440,75
2468,601;1438,42
2470,719;1446,08
2472,836;1440,75
2474,952;1439,08
2477,066;1445,08
2479,179;1437,75
2481,29;1441,08
2483,401;1443,75
2485,509;1441,75
2487,617;1444,08
2489,723;1443,42
2491,828;1441,42
2493,932;1444,08
2496,034;1445,08
2498,135;1443,75
2500,234;1440,75
2502,333;1445,08
2504,43;1449,75
2506,525;1448,42
2508,62;1445,08
2510,713;1446,75
2512,804;1447,08
2514,895;1445,75
2516,984;1440,75
2519,071;1445,75
2521,158;1445,75
2523,243;1446,42
2525,327;1450,75
2527,409;1447,08
2529,491;1453,42
2531,571;1447,42
2533,649;1449,75
2535,726;1454,08
2537,802;1451,08
2539,877;1446,75
2541,951;1448,75
2544,023;1452,42
2546,093;1447,08
2548,163;1449,08
2550,231;1455,08
2552,298;1454,08
2554,364;1447,08
2556,428;1457,08
2558,491;1450,75
2560,553;1451,42
2562,613;1456,08
2564,672;1453,75
2566,73;1450,42
2568,787;1457,75
2570,842;1453,42
2572,896;1451,08
2574,949;1457,08
2577;1458,75
2579,05;1451,08
2581,099;1455,08
2583,147;1458,42
2585,193;1455,42
2587,238;1458,75
2589,282;1458,42
2591,324;1455,08
2593,366;1455,42
2595,406;1458,42
2597,444;1459,75
2599,482;1460,75
2601,518;1455,42
2603,553;1457,75
2605,586;1455,42
2607,618;1461,75
2609,65;1457,08
2611,679;1460,75
2613,708;1455,42
2615,735;1461,42
2617,761;1459,75
2619,786;1456,08
2621,809;1457,08
2623,831;1462,75
2625,852;1459,42
2627,872;1461,08
2629,89;1461,08
2631,908;1459,75
2633,924;1465,42
2635,938;1464,75
2637,952;1463,08
2639,964;1464,08
2641,975;1462,75
2643,984;1464,75
2645,993;1471,08
2648;1466,42
2650,006;1462,42
2652,01;1465,42
2654,014;1466,75
2656,016;1467,75
2658,017;1470,75
2660,017;1469,75
2662,015;1470,75
2664,012;1473,08
2666,008;1469,42
2668,003;1465,75
2669,996;1471,75
2671,989;1474,42
2673,98;1470,75
2675,97;1470,75
2677,958;1469,08
2679,945;1466,75
2681,931;1474,08
2683,916;1470,75
2685,9;1472,42
2687,882;1472,42
2689,863;1470,08
2691,843;1469,75
2693,822;1475,75
2695,8;1476,08
2697,776;1473,42
2699,751;1472,42
2701,725;1475,75
2703,697;1477,75
2705,669;1476,08
2707,639;1473,08
2709,608;1469,42
2711,575;1473,75
2713,542;1471,75
2715,507;1476,42
2717,471;1477,08
2719,434;1473,75
2721,396;1478,75
2723,356;1482,42
2725,315;1479,08
2727,273;1479,08
2729,23;1477,08
2731,186;1484,42
2733,14;1481,42
2735,093;1474,08
2737,045;1479,08
2738,996;1479,42
2740,946;1473,75
2742,894;1478,08
2744,841;1480,08
2746,787;1480,42
2748,732;1477,08
2750,675;1481,42
2752,618;1484,42
2754,559;1482,75
2756,499;1482,42
2758,438;1478,08
2760,375;1477,75
2762,311;1477,75
2764,247;1480,75
2766,181;1480,75
2768,113;1475,75
2770,045;1481,42
2771,975;1483,75
2773,905;1483,75
2775,833;1488,08
2777,76;1491,08
2779,685;1487,75
2781,61;1483,42
2783,533;1482,42
2785,455;1481,42
2787,376;1486,75
2789,296;1489,42
2791,214;1491,42
2793,132;1486,75
2795,048;1495,42
2796,963;1490,42
2798,877;1491,42
2800,79;1493,75
2802,701;1495,08
2804,611;1495,75
2806,521;1496,42
2808,429;1493,75
2810,335;1492,75
2812,241;1497,42
2814,146;1497,08
2816,049;1501,08
2817,951;1499,42
2819,852;1530,42
2821,752;1527,42
2823,65;1530,75
2825,548;1526,08
