freq,freq_min,freq_max,intens_min,intens_max,intens,width,width_min,width_max,shape,labels,voigt,voigt_min,voigt_max
1000.00,1000.00,1000.00,1.00,inf,14000.00,10.00,1.00,inf,L,D1,0.50,0.00,1.00

