100,3878.01
102,3267.13
104,2680.38
106,2207.3
108,1789.82
110,1484.74
112,1273.37
114,1086.99
116,934.88
118,827.81
120,738.68
122,661.91
124,599.25
126,549.02
128,509.62
130,476.9
132,448.78
134,424
136,403.3
138,387.82
140,379.29
142,375.62
144,374.61
146,374.17
148,373.77
150,373.33
152,374.84
154,376.71
156,374.29
158,361.3
160,334.51
162,301.93
164,269.67
166,243.9
168,221.32
170,199.64
172,178.2
174,157.05
176,136.66
178,115.98
180,95.25
182,75.52
184,57.42
186,41.47
188,27.8
190,16.73
192,8.56
194,2.91
196,-0.42
198,-1.38
200,-0.95
202,-0.14
204,-0.08
206,-1.02
208,-2.5
210,-5.15
212,-8.65
214,-11.81
216,-13.38
218,-12.42
220,-10.09
222,-6.6
224,-1.72
226,3.27
228,6.82
230,5.73
232,1.95
234,-1.23
236,-0.11
238,5.66
240,12.79
242,19.93
244,25.98
246,31.64
248,36.58
250,40.39
252,44.22
254,49.23
256,56.77
258,67.5
260,81.93
262,99.31
264,121.24
266,150.48
268,188.48
270,235.52
272,287.21
274,346.02
276,412.62
278,471.69
280,508.27
282,504.43
284,472.23
286,424.74
288,369.21
290,311.79
292,255.73
294,213.37
296,187.02
298,168.41
300,152.32
302,134.4
304,117.93
306,102.57
308,86.96
310,72.51
312,60.77
314,54.53
316,52.31
318,51.82
320,51.28
322,50.26
324,49.78
326,49.99
328,51
330,52.34
332,53.82
334,55.37
336,56.97
338,58.71
340,60.82
342,62.83
344,64.29
346,65.14
348,65.1
350,64.03
352,61.2
354,56.85
356,52.39
358,49.12
360,48.15
362,49.32
364,52.12
366,55.69
368,61.27
370,70.33
372,86.69
374,106.24
376,122.75
378,130.76
380,128.41
382,119.03
384,101.35
386,76.22
388,48.68
390,23.93
392,7.37
394,-3.38
396,-9.49
398,-10.51
400,-8.2
402,-4.45
404,-2.4
406,-2.48
408,-3.14
410,-4.85
412,-7.05
414,-8.36
416,-6.81
418,-0.69
420,8.03
422,18.13
424,28.71
426,39.03
428,48.43
430,56.12
432,61.41
434,63.87
436,62.72
438,58.09
440,51.42
442,42.91
444,33.32
446,24.58
448,19.15
450,19.93
452,23.79
454,28.26
456,32.31
458,34.36
460,33.38
462,24.16
464,8.43
466,-7.55
468,-16.92
470,-16.32
472,-11.95
474,-7.22
476,-5.16
478,-3.67
480,-1.68
482,1.11
484,4.32
486,7.51
488,11.07
490,14.86
492,18.87
494,21.76
496,23.77
498,26.76
500,33.72
502,46.67
504,60.73
506,71.9
508,75.93
510,75.24
512,72.3
514,69.04
516,65.23
518,59.8
520,52.89
522,44.77
524,36.48
526,27.72
528,18.84
530,11.26
532,7.54
534,10.57
536,15.87
538,19.33
540,15.86
542,7.89
544,-0.74
546,-7.83
548,-12.53
550,-15.79
552,-16.04
554,-13.16
556,-8.97
558,-5.62
560,-5.04
562,-5.24
564,-4.58
566,-1.05
568,3.5
570,6.99
572,7
574,4.34
576,1.32
578,-0.09
580,0.61
582,1.62
584,2.11
586,1.48
588,0.42
590,-0.85
592,-2.27
594,-3.72
596,-5.01
598,-5.48
600,-5.38
602,-5.09
604,-5.94
606,-7.41
608,-7.73
610,-4.65
612,2.63
614,10.78
616,17.96
618,22.5
620,24.6
622,23.6
624,17.33
626,8.46
628,0.11
630,-3.63
632,-3
634,-0.89
636,1.76
638,3.97
640,5.84
642,6.13
644,3.93
646,0.78
648,-2.34
650,-4.55
652,-5.82
654,-5.95
656,-3.29
658,0.82
660,4.29
662,4.01
664,-0.17
666,-5.18
668,-8.93
670,-9.99
672,-10.03
674,-9.66
676,-9.37
678,-8.94
680,-8.33
682,-7.78
684,-7.29
686,-6.81
688,-5.74
690,-4.09
692,-1.78
694,-0.92
696,-1.24
698,2.13
700,12.55
702,32.85
704,58.41
706,88.79
708,128.18
710,165.39
712,188.09
714,172.96
716,129.63
718,81.29
720,50.75
722,44.74
724,45.18
726,43.34
728,32.63
730,21.67
732,14.62
734,14.47
736,17.96
738,22.04
740,24.31
742,25.21
744,26.17
746,28.27
748,31.18
750,33.16
752,32.75
754,29.28
756,24.45
758,19.39
760,15.13
762,11.25
764,7.55
766,4.02
768,0.91
770,-1.5
772,-3.11
774,-3.93
776,-4.1
778,-3.6
780,-2.59
782,-1.42
784,-0.57
786,-0.48
788,-0.79
790,-1.23
792,-1.56
794,-1.95
796,-2.66
798,-4.45
800,-6.69
802,-8.45
804,-8.43
806,-6.64
808,-4.51
810,-3.16
812,-3.39
814,-4.11
816,-5.14
818,-6.55
820,-7.74
822,-8.03
824,-6.09
826,-2.89
828,0.1
830,0.88
832,-0.4
834,-1.97
836,-2.82
838,-2.4
840,-1.61
842,-0.62
844,0.35
846,1.16
848,1.4
850,0.28
852,-1.53
854,-3.31
856,-4.45
858,-4.87
860,-4.86
862,-4.42
864,-3.61
866,-2.45
868,-0.94
870,0.84
872,2.9
874,4.9
876,6.22
878,8
880,11.27
882,17.15
884,25.26
886,34.6
888,44.87
890,55.33
892,65.02
894,73.21
896,79.1
898,82.29
900,81.56
902,75.66
904,66.98
906,57.72
908,50.53
910,44.7
912,39.06
914,33.21
916,27.14
918,21.48
920,15.63
922,9.72
924,4.57
926,1.54
928,1.58
930,2.63
932,2.94
934,0.51
936,-3.42
938,-7.54
940,-10.98
942,-13.51
944,-15.21
946,-16.67
948,-17.43
950,-16.36
952,-10.97
954,-0.31
956,11.71
958,21
960,23.12
962,22.14
964,21.86
966,26.94
968,34.76
970,41.18
972,42.51
974,38.98
976,34.35
978,30.75
980,29.65
982,30.62
984,32.94
986,36.03
988,42.25
990,54.21
992,76.07
994,102.02
996,125.67
998,142.5
1000,150.28
1002,149.64
1004,134.56
1006,106.38
1008,74.81
1010,49.08
1012,36.55
1014,31.57
1016,31.84
1018,35.9
1020,43.32
1022,53.43
1024,64.68
1026,75.63
1028,84.98
1030,90.62
1032,92.31
1034,91.78
1036,89.29
1038,85.76
1040,82.67
1042,82.45
1044,87.62
1046,95.78
1048,104.89
1050,112.86
1052,120.25
1054,128.12
1056,138.01
1058,149.3
1060,159.72
1062,171.25
1064,184.81
1066,197.47
1068,215.64
1070,249.18
1072,292.31
1074,360.75
1076,480.04
1078,681.32
1080,966.03
1082,1321.81
1084,1607.41
1086,1651.33
1088,1501.13
1090,1237.34
1092,1018.98
1094,847.6
1096,706.54
1098,618.44
1100,560.94
1102,493.55
1104,437.13
1106,402.2
1108,387.65
1110,388.14
1112,395.43
1114,405.98
1116,415.42
1118,420.75
